Dividends for VTSMX: 02/16/2016-02/15/2019
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned

Dividends for VTSMX: 06/25/2001-07/16/2018
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
09/21/2001   0.073   369.549     26.98     21.40    1.261     370.810
12/21/2001   0.092   370.810     34.11     25.59    1.333     372.143
03/22/2002   0.070   372.143     26.05     25.92    1.005     373.148
06/21/2002   0.060   373.148     22.39     22.58    0.992     374.139
09/27/2002   0.070   374.139     26.19     18.94    1.383     375.522
12/20/2002   0.093   375.522     34.92     20.38    1.714     377.236
03/28/2003   0.070   377.236     26.41     19.69    1.341     378.577
06/20/2003   0.070   378.577     26.50     22.89    1.158     379.735
09/26/2003   0.080   379.735     30.38     23.21    1.309     381.044
12/19/2003   0.107   381.044     40.77     25.45    1.602     382.646
03/26/2004   0.080   382.646     30.61     26.09    1.173     383.819
06/25/2004   0.090   383.819     34.54     26.67    1.295     385.114
09/24/2004   0.090   385.114     34.66     26.11    1.327     386.442
12/23/2004   0.185   386.442     71.49     28.68    2.493     388.934
03/23/2005   0.100   388.934     38.89     27.78    1.400     390.334
06/24/2005   0.090   390.334     35.13     28.42    1.236     391.571
09/23/2005   0.130   391.571     50.90     29.12    1.748     393.319
12/23/2005   0.153   393.319     60.18     30.46    1.976     395.294
03/17/2006   0.120   395.294     47.44     31.57    1.503     396.797
06/23/2006   0.120   396.797     47.62     30.02    1.586     398.383
09/22/2006   0.120   398.383     47.81     31.50    1.518     399.901
12/21/2006   0.164   399.901     65.58     34.06    1.926     401.826
03/23/2007   0.140   401.826     56.26     34.75    1.619     403.445
06/22/2007   0.130   403.445     52.45     36.35    1.443     404.888
09/21/2007   0.150   404.888     60.73     36.72    1.654     406.542
12/19/2007   0.182   406.542     73.99     34.93    2.118     408.660
03/24/2008   0.145   408.660     59.26     32.44    1.827     410.487
06/23/2008   0.146   410.487     59.93     32.20    1.861     412.348
09/23/2008   0.138   412.348     56.90     29.09    1.956     414.304
12/19/2008   0.157   414.304     65.05     21.37    3.044     417.348
03/24/2009   0.131   417.348     54.67     19.48    2.807     420.154
06/23/2009   0.104   420.154     43.70     21.83    2.002     422.156
09/23/2009   0.113   422.156     47.70     26.20    1.821     423.977
12/21/2009   0.167   423.977     70.80     27.37    2.587     426.564
03/24/2010   0.107   426.564     45.64     28.97    1.576     428.139
06/23/2010   0.124   428.139     53.09     27.11    1.958     430.098
09/23/2010   0.137   430.098     58.92     27.89    2.113     432.210
12/21/2010   0.162   432.210     70.02     31.50    2.223     434.433
03/24/2011   0.128   434.433     55.61     32.90    1.690     436.123
06/23/2011   0.128   436.123     55.82     32.34    1.726     437.849
09/22/2011   0.139   437.849     60.86     28.06    2.169     440.018
12/20/2011   0.167   440.018     73.48     30.89    2.379     442.397
03/23/2012   0.140   442.397     61.94     34.93    1.773     444.170
06/22/2012   0.158   444.170     70.18     33.17    2.116     446.286
09/21/2012   0.167   446.286     74.53     36.34    2.051     448.337
12/19/2012   0.255   448.337    114.33     35.83    3.191     451.528
03/21/2013   0.166   451.528     74.95     38.81    1.931     453.459
06/21/2013   0.176   453.459     79.81     39.85    2.003     455.462
09/20/2013   0.196   455.462     89.27     43.18    2.067     457.529
12/19/2013   0.227   457.529    103.86     45.58    2.279     459.808
03/24/2014   0.192   459.808     88.28     47.08    1.875     461.683
06/23/2014   0.190   461.683     87.72     49.49    1.772     463.455
09/23/2014   0.211   463.455     97.79     49.58    1.972     465.428
12/22/2014   0.258   465.428    120.08     51.95    2.311     467.739
03/24/2015   0.232   467.739    108.52     52.78    2.056     469.795
06/25/2015   0.214   469.795    100.54     53.07    1.894     471.690
09/24/2015   0.233   471.690    109.90     48.55    2.264     473.953
12/18/2015   0.268   473.953    127.02     49.81    2.550     476.504
03/14/2016   0.222   476.504    105.78     49.92    2.119     478.623
06/13/2016   0.216   478.623    103.38     51.66    2.001     480.624
09/12/2016   0.250   480.624    120.16     53.84    2.232     482.856
12/19/2016   0.336   482.856    162.24     56.62    2.865     485.721
03/23/2017   0.247   485.721    119.97     58.48    2.052     487.772
06/20/2017   0.266   487.772    129.75     60.76    2.135     489.908
09/21/2017   0.253   489.908    123.95     62.41    1.986     491.894
12/20/2017   0.310   491.894    152.49     66.77    2.284     494.178
03/21/2018   0.259   494.178    127.99     67.82    1.887     496.065
06/21/2018   0.276   496.065    136.91     69.22    1.978     498.043

Dividends for VFINX: 06/25/2001-07/16/2018
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
09/21/2001   0.320    88.913     28.45     89.08    0.319      89.232
12/28/2001   0.385    89.232     34.35    107.08    0.321      89.553
03/22/2002   0.290    89.553     25.97    105.96    0.245      89.798
06/21/2002   0.300    89.798     26.94     91.22    0.295      90.093
09/27/2002   0.350    90.093     31.53     76.37    0.413      90.506
12/27/2002   0.420    90.506     38.01     80.73    0.471      90.977
03/28/2003   0.300    90.977     27.29     79.69    0.342      91.319
06/20/2003   0.300    91.319     27.40     91.94    0.298      91.617
09/26/2003   0.360    91.617     32.98     92.08    0.358      91.976
12/26/2003   0.470    91.976     43.23    101.15    0.427      92.403
03/26/2004   0.360    92.403     33.27    102.30    0.325      92.728
06/25/2004   0.350    92.728     32.45    104.78    0.310      93.038
09/24/2004   0.410    93.038     38.15    102.55    0.372      93.410
12/23/2004   0.830    93.410     77.53    111.45    0.696      94.106
03/23/2005   0.430    94.106     40.47    107.99    0.375      94.480
06/24/2005   0.420    94.480     39.68    109.80    0.361      94.842
09/23/2005   0.530    94.842     50.27    111.93    0.449      95.291
12/28/2005   0.600    95.291     57.17    115.82    0.494      95.784
03/17/2006   0.490    95.784     46.93    120.35    0.390      96.174
06/23/2006   0.480    96.174     46.16    114.60    0.403      96.577
09/22/2006   0.520    96.577     50.22    121.08    0.415      96.992
12/26/2006   0.650    96.992     63.04    130.43    0.483      97.475
03/23/2007   0.550    97.475     53.61    132.20    0.406      97.881
06/22/2007   0.570    97.881     55.79    138.32    0.403      98.284
09/21/2007   0.620    98.284     60.94    140.49    0.434      98.718
12/21/2007   0.750    98.718     74.04    136.59    0.542      99.260
03/27/2008   0.600    99.260     59.56    122.02    0.488      99.748
06/26/2008   0.570    99.748     56.86    118.12    0.481     100.229
09/25/2008   0.635   100.229     63.65    111.27    0.572     100.801
12/26/2008   0.700   100.801     70.56     80.23    0.879     101.681
03/26/2009   0.528   101.681     53.69     76.64    0.701     102.381
06/23/2009   0.435   102.381     44.54     82.46    0.540     102.922
09/28/2009   0.482   102.922     49.61     97.98    0.506     103.428
12/28/2009   0.659   103.428     68.16    103.81    0.657     104.084
03/29/2010   0.437   104.084     45.48    108.07    0.421     104.505
06/28/2010   0.506   104.505     52.88     98.93    0.535     105.040
09/23/2010   0.529   105.040     55.57    103.52    0.537     105.577
12/23/2010   0.494   105.577     52.15    115.72    0.451     106.027
03/24/2011   0.505   106.027     53.54    120.59    0.444     106.471
06/23/2011   0.536   106.471     57.07    118.19    0.483     106.954
09/22/2011   0.554   106.954     59.25    103.97    0.570     107.524
12/22/2011   0.651   107.524     70.00    115.43    0.606     108.130
03/23/2012   0.536   108.130     57.96    128.69    0.450     108.581
06/22/2012   0.607   108.581     65.91    122.99    0.536     109.117
09/21/2012   0.651   109.117     71.03    134.57    0.528     109.645
12/21/2012   0.905   109.645     99.23    131.69    0.753     110.398
03/21/2013   0.635   110.398     70.10    142.40    0.492     110.890
06/21/2013   0.697   110.890     77.29    146.72    0.527     111.417
09/20/2013   0.747   111.417     83.23    157.57    0.528     111.945
12/23/2013   0.869   111.945     97.28    168.42    0.578     112.523
03/21/2014   0.734   112.523     82.59    172.04    0.480     113.003
06/20/2014   0.762   113.003     86.11    181.01    0.476     113.479
09/19/2014   0.826   113.479     93.73    185.43    0.505     113.984
12/17/2014   0.981   113.984    111.82    185.53    0.603     114.587
03/20/2015   0.934   114.587    107.02    194.32    0.551     115.138
06/19/2015   0.860   115.138     99.02    194.57    0.509     115.647
09/18/2015   0.911   115.647    105.35    180.57    0.583     116.230
12/18/2015   1.042   116.230    121.11    184.84    0.655     116.885
03/18/2016   0.962   116.885    112.44    188.97    0.595     117.480
06/20/2016   0.908   117.480    106.67    192.15    0.555     118.036
09/12/2016   0.852   118.036    100.57    199.17    0.505     118.540
12/21/2016   1.254   118.540    148.65    208.90    0.712     119.252
03/21/2017   0.961   119.252    114.60    216.27    0.530     119.782
06/22/2017   0.960   119.782    114.99    224.71    0.512     120.294
09/19/2017   1.129   120.294    135.81    231.32    0.587     120.881
12/22/2017   1.126   120.881    136.11    247.63    0.550     121.430
03/23/2018   1.028   121.430    124.83    238.91    0.522     121.953
06/27/2018   1.098   121.953    133.90    249.21    0.537     122.490

Dividends for VTSMX: 09/02/2004-09/29/2018
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
12/23/2004   0.185   380.952     70.48     28.68    2.457     383.410
03/23/2005   0.100   383.410     38.34     27.78    1.380     384.790
06/24/2005   0.090   384.790     34.63     28.42    1.219     386.008
09/23/2005   0.130   386.008     50.18     29.12    1.723     387.732
12/23/2005   0.153   387.732     59.32     30.46    1.948     389.679
03/17/2006   0.120   389.679     46.76     31.57    1.481     391.160
06/23/2006   0.120   391.160     46.94     30.02    1.564     392.724
09/22/2006   0.120   392.724     47.13     31.50    1.496     394.220
12/21/2006   0.164   394.220     64.65     34.06    1.898     396.118
03/23/2007   0.140   396.118     55.46     34.75    1.596     397.714
06/22/2007   0.130   397.714     51.70     36.35    1.422     399.137
09/21/2007   0.150   399.137     59.87     36.72    1.630     400.767
12/19/2007   0.182   400.767     72.94     34.93    2.088     402.855
03/24/2008   0.145   402.855     58.41     32.44    1.801     404.656
06/23/2008   0.146   404.656     59.08     32.20    1.835     406.491
09/23/2008   0.138   406.491     56.10     29.09    1.928     408.419
12/19/2008   0.157   408.419     64.12     21.37    3.001     411.420
03/24/2009   0.131   411.420     53.90     19.48    2.767     414.186
06/23/2009   0.104   414.186     43.08     21.83    1.973     416.160
09/23/2009   0.113   416.160     47.03     26.20    1.795     417.954
12/21/2009   0.167   417.954     69.80     27.37    2.550     420.505
03/24/2010   0.107   420.505     44.99     28.97    1.553     422.058
06/23/2010   0.124   422.058     52.34     27.11    1.930     423.988
09/23/2010   0.137   423.988     58.09     27.89    2.083     426.071
12/21/2010   0.162   426.071     69.02     31.50    2.191     428.262
03/24/2011   0.128   428.262     54.82     32.90    1.666     429.928
06/23/2011   0.128   429.928     55.03     32.34    1.702     431.630
09/22/2011   0.139   431.630     60.00     28.06    2.138     433.768
12/20/2011   0.167   433.768     72.44     30.89    2.345     436.113
03/23/2012   0.140   436.113     61.06     34.93    1.748     437.861
06/22/2012   0.158   437.861     69.18     33.17    2.086     439.947
09/21/2012   0.167   439.947     73.47     36.34    2.022     441.969
12/19/2012   0.255   441.969    112.70     35.83    3.145     445.114
03/21/2013   0.166   445.114     73.89     38.81    1.904     447.018
06/21/2013   0.176   447.018     78.68     39.85    1.974     448.992
09/20/2013   0.196   448.992     88.00     43.18    2.038     451.030
12/19/2013   0.227   451.030    102.38     45.58    2.246     453.276
03/24/2014   0.192   453.276     87.03     47.08    1.849     455.125
06/23/2014   0.190   455.125     86.47     49.49    1.747     456.872
09/23/2014   0.211   456.872     96.40     49.58    1.944     458.817
12/22/2014   0.258   458.817    118.37     51.95    2.279     461.095
03/24/2015   0.232   461.095    106.97     52.78    2.027     463.122
06/25/2015   0.214   463.122     99.11     53.07    1.867     464.990
09/24/2015   0.233   464.990    108.34     48.55    2.232     467.221
12/18/2015   0.268   467.221    125.22     49.81    2.514     469.735
03/14/2016   0.222   469.735    104.28     49.92    2.089     471.824
06/13/2016   0.216   471.824    101.91     51.66    1.973     473.797
09/12/2016   0.250   473.797    118.45     53.84    2.200     475.997
12/19/2016   0.336   475.997    159.93     56.62    2.825     478.821
03/23/2017   0.247   478.821    118.27     58.48    2.022     480.844
06/20/2017   0.266   480.844    127.90     60.76    2.105     482.949
09/21/2017   0.253   482.949    122.19     62.41    1.958     484.907
12/20/2017   0.310   484.907    150.32     66.77    2.251     487.158
03/21/2018   0.259   487.158    126.17     67.82    1.860     489.018
06/21/2018   0.276   489.018    134.97     69.22    1.950     490.968
09/27/2018   0.326   490.968    160.06     72.79    2.199     493.167

Dividends for VFINX: 09/02/2004-09/29/2018
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
12/23/2004   0.830    96.479     80.08    111.45    0.719      97.197
03/23/2005   0.430    97.197     41.79    107.99    0.387      97.584
06/24/2005   0.420    97.584     40.99    109.80    0.373      97.957
09/23/2005   0.530    97.957     51.92    111.93    0.464      98.421
12/28/2005   0.600    98.421     59.05    115.82    0.510      98.931
03/17/2006   0.490    98.931     48.48    120.35    0.403      99.334
06/23/2006   0.480    99.334     47.68    114.60    0.416      99.750
09/22/2006   0.520    99.750     51.87    121.08    0.428     100.178
12/26/2006   0.650   100.178     65.12    130.43    0.499     100.678
03/23/2007   0.550   100.678     55.37    132.20    0.419     101.096
06/22/2007   0.570   101.096     57.62    138.32    0.417     101.513
09/21/2007   0.620   101.513     62.94    140.49    0.448     101.961
12/21/2007   0.750   101.961     76.47    136.59    0.560     102.521
03/27/2008   0.600   102.521     61.51    122.02    0.504     103.025
06/26/2008   0.570   103.025     58.72    118.12    0.497     103.522
09/25/2008   0.635   103.522     65.74    111.27    0.591     104.113
12/26/2008   0.700   104.113     72.88     80.23    0.908     105.021
03/26/2009   0.528   105.021     55.45     76.64    0.724     105.745
06/23/2009   0.435   105.745     46.00     82.46    0.558     106.303
09/28/2009   0.482   106.303     51.24     97.98    0.523     106.826
12/28/2009   0.659   106.826     70.40    103.81    0.678     107.504
03/29/2010   0.437   107.504     46.98    108.07    0.435     107.938
06/28/2010   0.506   107.938     54.62     98.93    0.552     108.490
09/23/2010   0.529   108.490     57.39    103.52    0.554     109.045
12/23/2010   0.494   109.045     53.87    115.72    0.466     109.510
03/24/2011   0.505   109.510     55.30    120.59    0.459     109.969
06/23/2011   0.536   109.969     58.94    118.19    0.499     110.468
09/22/2011   0.554   110.468     61.20    103.97    0.589     111.056
12/22/2011   0.651   111.056     72.30    115.43    0.626     111.683
03/23/2012   0.536   111.683     59.86    128.69    0.465     112.148
06/22/2012   0.607   112.148     68.07    122.99    0.553     112.701
09/21/2012   0.651   112.701     73.37    134.57    0.545     113.247
12/21/2012   0.905   113.247    102.49    131.69    0.778     114.025
03/21/2013   0.635   114.025     72.41    142.40    0.508     114.533
06/21/2013   0.697   114.533     79.83    146.72    0.544     115.077
09/20/2013   0.747   115.077     85.96    157.57    0.546     115.623
12/23/2013   0.869   115.623    100.48    168.42    0.597     116.219
03/21/2014   0.734   116.219     85.31    172.04    0.496     116.715
06/20/2014   0.762   116.715     88.94    181.01    0.491     117.207
09/19/2014   0.826   117.207     96.81    185.43    0.522     117.729
12/17/2014   0.981   117.729    115.49    185.53    0.622     118.351
03/20/2015   0.934   118.351    110.54    194.32    0.569     118.920
06/19/2015   0.860   118.920    102.27    194.57    0.526     119.446
09/18/2015   0.911   119.446    108.82    180.57    0.603     120.048
12/18/2015   1.042   120.048    125.09    184.84    0.677     120.725
03/18/2016   0.962   120.725    116.14    188.97    0.615     121.340
06/20/2016   0.908   121.340    110.18    192.15    0.573     121.913
09/12/2016   0.852   121.913    103.87    199.17    0.522     122.435
12/21/2016   1.254   122.435    153.53    208.90    0.735     123.170
03/21/2017   0.961   123.170    118.37    216.27    0.547     123.717
06/22/2017   0.960   123.717    118.77    224.71    0.529     124.245
09/19/2017   1.129   124.245    140.27    231.32    0.606     124.852
12/22/2017   1.126   124.852    140.58    247.63    0.568     125.420
03/23/2018   1.028   125.420    128.93    238.91    0.540     125.959
06/27/2018   1.098   125.959    138.30    249.21    0.555     126.514
09/25/2018   1.150   126.514    145.49    269.18    0.540     127.055

Dividends for VTSMX: 10/22/2011-07/01/2015
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
12/20/2011   0.167   319.489     53.35     30.89    1.727     321.216
03/23/2012   0.140   321.216     44.97     34.93    1.287     322.504
06/22/2012   0.158   322.504     50.96     33.17    1.536     324.040
09/21/2012   0.167   324.040     54.11     36.34    1.489     325.529
12/19/2012   0.255   325.529     83.01     35.83    2.317     327.846
03/21/2013   0.166   327.846     54.42     38.81    1.402     329.248
06/21/2013   0.176   329.248     57.95     39.85    1.454     330.702
09/20/2013   0.196   330.702     64.82     43.18    1.501     332.203
12/19/2013   0.227   332.203     75.41     45.58    1.654     333.858
03/24/2014   0.192   333.858     64.10     47.08    1.362     335.219
06/23/2014   0.190   335.219     63.69     49.49    1.287     336.506
09/23/2014   0.211   336.506     71.00     49.58    1.432     337.938
12/22/2014   0.258   337.938     87.19     51.95    1.678     339.616
03/24/2015   0.232   339.616     78.79     52.78    1.493     341.109
06/25/2015   0.214   341.109     73.00     53.07    1.375     342.485

Dividends for VFINX: 10/22/2011-07/01/2015
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
12/22/2011   0.651    86.483     56.30    115.43    0.488      86.970
03/23/2012   0.536    86.970     46.62    128.69    0.362      87.333
06/22/2012   0.607    87.333     53.01    122.99    0.431      87.764
09/21/2012   0.651    87.764     57.13    134.57    0.425      88.188
12/21/2012   0.905    88.188     79.81    131.69    0.606      88.794
03/21/2013   0.635    88.794     56.38    142.40    0.396      89.190
06/21/2013   0.697    89.190     62.17    146.72    0.424      89.614
09/20/2013   0.747    89.614     66.94    157.57    0.425      90.039
12/23/2013   0.869    90.039     78.24    168.42    0.465      90.503
03/21/2014   0.734    90.503     66.43    172.04    0.386      90.890
06/20/2014   0.762    90.890     69.26    181.01    0.383      91.272
09/19/2014   0.826    91.272     75.39    185.43    0.407      91.679
12/17/2014   0.981    91.679     89.94    185.53    0.485      92.164
03/20/2015   0.934    92.164     86.08    194.32    0.443      92.607
06/19/2015   0.860    92.607     79.64    194.57    0.409      93.016

Dividends for VTSMX: 11/13/2001-09/16/2003
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
12/21/2001   0.092   396.197     36.45     25.59    1.424     397.621
03/22/2002   0.070   397.621     27.83     25.92    1.074     398.695
06/21/2002   0.060   398.695     23.92     22.58    1.059     399.754
09/27/2002   0.070   399.754     27.98     18.94    1.477     401.232
12/20/2002   0.093   401.232     37.31     20.38    1.831     403.062
03/28/2003   0.070   403.062     28.21     19.69    1.433     404.495
06/20/2003   0.070   404.495     28.31     22.89    1.237     405.732

Dividends for VFINX: 11/13/2001-09/16/2003
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
12/28/2001   0.385    95.003     36.58    107.08    0.342      95.344
03/22/2002   0.290    95.344     27.65    105.96    0.261      95.605
06/21/2002   0.300    95.605     28.68     91.22    0.314      95.920
09/27/2002   0.350    95.920     33.57     76.37    0.440      96.359
12/27/2002   0.420    96.359     40.47     80.73    0.501      96.861
03/28/2003   0.300    96.861     29.06     79.69    0.365      97.225
06/20/2003   0.300    97.225     29.17     91.94    0.317      97.543

Dividends for VTSMX: 11/07/2000-11/27/2018
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
12/20/2000   0.176   309.310     54.44     27.80    1.958     311.268
03/16/2001   0.070   311.268     21.79     25.38    0.859     312.127
06/22/2001   0.062   312.127     19.35     27.21    0.711     312.838
09/21/2001   0.073   312.838     22.84     21.40    1.067     313.905
12/21/2001   0.092   313.905     28.88     25.59    1.129     315.034
03/22/2002   0.070   315.034     22.05     25.92    0.851     315.885
06/21/2002   0.060   315.885     18.95     22.58    0.839     316.724
09/27/2002   0.070   316.724     22.17     18.94    1.171     317.895
12/20/2002   0.093   317.895     29.56     20.38    1.451     319.345
03/28/2003   0.070   319.345     22.35     19.69    1.135     320.481
06/20/2003   0.070   320.481     22.43     22.89    0.980     321.461
09/26/2003   0.080   321.461     25.72     23.21    1.108     322.569
12/19/2003   0.107   322.569     34.51     25.45    1.356     323.925
03/26/2004   0.080   323.925     25.91     26.09    0.993     324.918
06/25/2004   0.090   324.918     29.24     26.67    1.096     326.015
09/24/2004   0.090   326.015     29.34     26.11    1.124     327.138
12/23/2004   0.185   327.138     60.52     28.68    2.110     329.248
03/23/2005   0.100   329.248     32.92     27.78    1.185     330.434
06/24/2005   0.090   330.434     29.74     28.42    1.046     331.480
09/23/2005   0.130   331.480     43.09     29.12    1.480     332.960
12/23/2005   0.153   332.960     50.94     30.46    1.672     334.632
03/17/2006   0.120   334.632     40.16     31.57    1.272     335.904
06/23/2006   0.120   335.904     40.31     30.02    1.343     337.247
09/22/2006   0.120   337.247     40.47     31.50    1.285     338.532
12/21/2006   0.164   338.532     55.52     34.06    1.630     340.162
03/23/2007   0.140   340.162     47.62     34.75    1.370     341.532
06/22/2007   0.130   341.532     44.40     36.35    1.221     342.754
09/21/2007   0.150   342.754     51.41     36.72    1.400     344.154
12/19/2007   0.182   344.154     62.64     34.93    1.793     345.947
03/24/2008   0.145   345.947     50.16     32.44    1.546     347.493
06/23/2008   0.146   347.493     50.73     32.20    1.576     349.069
09/23/2008   0.138   349.069     48.17     29.09    1.656     350.725
12/19/2008   0.157   350.725     55.06     21.37    2.577     353.302
03/24/2009   0.131   353.302     46.28     19.48    2.376     355.677
06/23/2009   0.104   355.677     36.99     21.83    1.694     357.372
09/23/2009   0.113   357.372     40.38     26.20    1.541     358.913
12/21/2009   0.167   358.913     59.94     27.37    2.190     361.103
03/24/2010   0.107   361.103     38.64     28.97    1.334     362.437
06/23/2010   0.124   362.437     44.94     27.11    1.658     364.095
09/23/2010   0.137   364.095     49.88     27.89    1.788     365.883
12/21/2010   0.162   365.883     59.27     31.50    1.882     367.765
03/24/2011   0.128   367.765     47.07     32.90    1.431     369.196
06/23/2011   0.128   369.196     47.26     32.34    1.461     370.657
09/22/2011   0.139   370.657     51.52     28.06    1.836     372.493
12/20/2011   0.167   372.493     62.21     30.89    2.014     374.507
03/23/2012   0.140   374.507     52.43     34.93    1.501     376.008
06/22/2012   0.158   376.008     59.41     33.17    1.791     377.799
09/21/2012   0.167   377.799     63.09     36.34    1.736     379.535
12/19/2012   0.255   379.535     96.78     35.83    2.701     382.236
03/21/2013   0.166   382.236     63.45     38.81    1.635     383.871
06/21/2013   0.176   383.871     67.56     39.85    1.695     385.567
09/20/2013   0.196   385.567     75.57     43.18    1.750     387.317
12/19/2013   0.227   387.317     87.92     45.58    1.929     389.246
03/24/2014   0.192   389.246     74.74     47.08    1.587     390.833
06/23/2014   0.190   390.833     74.26     49.49    1.500     392.334
09/23/2014   0.211   392.334     82.78     49.58    1.670     394.003
12/22/2014   0.258   394.003    101.65     51.95    1.957     395.960
03/24/2015   0.232   395.960     91.86     52.78    1.740     397.701
06/25/2015   0.214   397.701     85.11     53.07    1.604     399.304
09/24/2015   0.233   399.304     93.04     48.55    1.916     401.221
12/18/2015   0.268   401.221    107.53     49.81    2.159     403.379
03/14/2016   0.222   403.379     89.55     49.92    1.794     405.173
06/13/2016   0.216   405.173     87.52     51.66    1.694     406.867
09/12/2016   0.250   406.867    101.72     53.84    1.889     408.757
12/19/2016   0.336   408.757    137.34     56.62    2.426     411.182
03/23/2017   0.247   411.182    101.56     58.48    1.737     412.919
06/20/2017   0.266   412.919    109.84     60.76    1.808     414.727
09/21/2017   0.253   414.727    104.93     62.41    1.681     416.408
12/20/2017   0.310   416.408    129.09     66.77    1.933     418.341
03/21/2018   0.259   418.341    108.35     67.82    1.598     419.939
06/21/2018   0.276   419.939    115.90     69.22    1.674     421.613
09/27/2018   0.326   421.613    137.45     72.79    1.888     423.501

Dividends for VFINX: 11/07/2000-11/27/2018
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
12/22/2000   0.370    75.597     27.97    120.52    0.232      75.829
03/16/2001   0.290    75.829     21.99    106.16    0.207      76.036
06/22/2001   0.280    76.036     21.29    113.09    0.188      76.225
09/21/2001   0.320    76.225     24.39     89.08    0.274      76.499
12/28/2001   0.385    76.499     29.45    107.08    0.275      76.774
03/22/2002   0.290    76.774     22.26    105.96    0.210      76.984
06/21/2002   0.300    76.984     23.10     91.22    0.253      77.237
09/27/2002   0.350    77.237     27.03     76.37    0.354      77.591
12/27/2002   0.420    77.591     32.59     80.73    0.404      77.995
03/28/2003   0.300    77.995     23.40     79.69    0.294      78.288
06/20/2003   0.300    78.288     23.49     91.94    0.255      78.544
09/26/2003   0.360    78.544     28.28     92.08    0.307      78.851
12/26/2003   0.470    78.851     37.06    101.15    0.366      79.217
03/26/2004   0.360    79.217     28.52    102.30    0.279      79.496
06/25/2004   0.350    79.496     27.82    104.78    0.266      79.761
09/24/2004   0.410    79.761     32.70    102.55    0.319      80.080
12/23/2004   0.830    80.080     66.47    111.45    0.596      80.677
03/23/2005   0.430    80.677     34.69    107.99    0.321      80.998
06/24/2005   0.420    80.998     34.02    109.80    0.310      81.308
09/23/2005   0.530    81.308     43.09    111.93    0.385      81.693
12/28/2005   0.600    81.693     49.02    115.82    0.423      82.116
03/17/2006   0.490    82.116     40.24    120.35    0.334      82.450
06/23/2006   0.480    82.450     39.58    114.60    0.345      82.796
09/22/2006   0.520    82.796     43.05    121.08    0.356      83.151
12/26/2006   0.650    83.151     54.05    130.43    0.414      83.566
03/23/2007   0.550    83.566     45.96    132.20    0.348      83.913
06/22/2007   0.570    83.913     47.83    138.32    0.346      84.259
09/21/2007   0.620    84.259     52.24    140.49    0.372      84.631
12/21/2007   0.750    84.631     63.47    136.59    0.465      85.096
03/27/2008   0.600    85.096     51.06    122.02    0.418      85.514
06/26/2008   0.570    85.514     48.74    118.12    0.413      85.927
09/25/2008   0.635    85.927     54.56    111.27    0.490      86.417
12/26/2008   0.700    86.417     60.49     80.23    0.754      87.171
03/26/2009   0.528    87.171     46.03     76.64    0.601      87.772
06/23/2009   0.435    87.772     38.18     82.46    0.463      88.235
09/28/2009   0.482    88.235     42.53     97.98    0.434      88.669
12/28/2009   0.659    88.669     58.43    103.81    0.563      89.232
03/29/2010   0.437    89.232     38.99    108.07    0.361      89.592
06/28/2010   0.506    89.592     45.33     98.93    0.458      90.051
09/23/2010   0.529    90.051     47.64    103.52    0.460      90.511
12/23/2010   0.494    90.511     44.71    115.72    0.386      90.897
03/24/2011   0.505    90.897     45.90    120.59    0.381      91.278
06/23/2011   0.536    91.278     48.92    118.19    0.414      91.692
09/22/2011   0.554    91.692     50.80    103.97    0.489      92.180
12/22/2011   0.651    92.180     60.01    115.43    0.520      92.700
03/23/2012   0.536    92.700     49.69    128.69    0.386      93.086
06/22/2012   0.607    93.086     56.50    122.99    0.459      93.546
09/21/2012   0.651    93.546     60.90    134.57    0.453      93.998
12/21/2012   0.905    93.998     85.07    131.69    0.646      94.644
03/21/2013   0.635    94.644     60.10    142.40    0.422      95.066
06/21/2013   0.697    95.066     66.26    146.72    0.452      95.518
09/20/2013   0.747    95.518     71.35    157.57    0.453      95.971
12/23/2013   0.869    95.971     83.40    168.42    0.495      96.466
03/21/2014   0.734    96.466     70.81    172.04    0.412      96.877
06/20/2014   0.762    96.877     73.82    181.01    0.408      97.285
09/19/2014   0.826    97.285     80.36    185.43    0.433      97.719
12/17/2014   0.981    97.719     95.86    185.53    0.517      98.235
03/20/2015   0.934    98.235     91.75    194.32    0.472      98.708
06/19/2015   0.860    98.708     84.89    194.57    0.436      99.144
09/18/2015   0.911    99.144     90.32    180.57    0.500      99.644
12/18/2015   1.042    99.644    103.83    184.84    0.562     100.206
03/18/2016   0.962   100.206     96.40    188.97    0.510     100.716
06/20/2016   0.908   100.716     91.45    192.15    0.476     101.192
09/12/2016   0.852   101.192     86.22    199.17    0.433     101.625
12/21/2016   1.254   101.625    127.44    208.90    0.610     102.235
